DISCONTINUE#1,H4Lvd,,
DISCONTINUE#2,H4Lvd,,
DISCORD,H4Lvd,,Negativ
DISCORDANT,H4,,Negativ
DISCOUNT#1,H4Lvd,,
DISCOUNT#2,H4Lvd,,
DISCOURAGE#1,H4Lvd,,Negativ
DISCOURAGE#2,H4Lvd,,Negativ
DISCOURAGEMENT,H4,,Negativ
DISCOURSE,H4Lvd,,
DISCOVER,H4Lvd,,
DISCOVERY,H4Lvd,,
DISCREDIT,H4,,Negativ
DISCREET,H4Lvd,Positiv,
DISCREPANCY,H4Lvd,,
DISCREPANT,H4,,Negativ
DISCRETION,H4Lvd,Positiv,
DISCRIMINATE,H4,,Negativ
DISCRIMINATION,H4Lvd,,
DISCRIMINATORY,Lvd,,
DISCUSS,H4Lvd,Positiv,
DISCUSSION,H4Lvd,,
DISDAIN,H4,,Negativ
DISEASE,H4Lvd,,Negativ
DISEASED,H4,,Negativ
DISGRACE,H4Lvd,,Negativ
DISGUISE,H4,,Negativ
DISGUST#1,H4Lvd,,Negativ
DISGUST#2,H4Lvd,,Negativ
DISGUST#3,H4Lvd,,Negativ
DISGUST#4,H4Lvd,,Negativ
DISGUST#5,H4Lvd,,Negativ
DISH#1,H4Lvd,,
DISH#2,H4Lvd,,
DISHEARTEN,H4Lvd,,Negativ
DISHONEST,H4,,Negativ
DISHONOR,H4Lvd,,Negativ
DISILLUSION,H4Lvd,,
DISINGENUOUS,H4,,Negativ
DISINTEREST,H4,,Negativ
DISLIKE#1,H4Lvd,,Negativ
DISLIKE#2,H4Lvd,,Negativ
DISMAL,H4Lvd,,Negativ
DISMAY,H4Lvd,,
DISMISS#1,H4Lvd,,Negativ
DISMISS#2,H4Lvd,,Negativ
DISOBEDIENCE,H4,,Negativ
DISOBEDIENT,H4,,Negativ
DISORDER,H4Lvd,,Negativ
DISORGANIZED,H4Lvd,,Negativ
DISPEL,H4Lvd,,Negativ
DISPENSABILITY,H4,,Negativ
DISPENSE,H4,,Negativ
DISPERSE,H4Lvd,,
DISPLACE,H4Lvd,,Negativ
DISPLACEMENT,H4Lvd,,
DISPLAY#1,H4Lvd,,
DISPLAY#2,H4Lvd,,
DISPLEASE,H4,,Negativ
DISPLEASURE,H4Lvd,,Negativ
DISPOSAL,H4Lvd,,Negativ
DISPOSE#1,H4Lvd,,Negativ
DISPOSE#2,H4Lvd,,Negativ
DISPOSITION,H4Lvd,,
DISPROPORTIONATE,H4,,Negativ
DISPROVE,H4Lvd,,Negativ
DISPUTABLE,H4Lvd,,Negativ
DISPUTE#1,H4Lvd,,Negativ
DISPUTE#2,H4Lvd,,Negativ
DISREGARD,H4Lvd,,Negativ
DISRUPT,H4Lvd,,Negativ
DISRUPTION,H4,,Negativ
DISRUPTIVE,Lvd,,
DISSATISFACTION,H4Lvd,,Negativ
DISSATISFIED,H4Lvd,,Negativ
DISSATISFY,H4,,Negativ
DISSEMINATION,Lvd,,
DISSENSION,Lvd,,
DISSENT,H4,,Negativ
DISSENTION,H4,,Negativ
DISSIMILAR,H4Lvd,,
DISSOLUTION,H4,,Negativ
DISSOLVE#1,H4Lvd,,
DISSOLVE#2,H4Lvd,,
DISTANCE,H4Lvd,,
DISTANT,H4Lvd,,
DISTINCT,H4Lvd,Positiv,
DISTINCTION,H4Lvd,Positiv,
DISTINCTIVE,H4Lvd,Positiv,
DISTINGIUSH#1,Lvd,,
DISTINGIUSH#2,Lvd,,
DISTINGUISH#1,H4Lvd,Positiv,
DISTINGUISH#2,H4Lvd,Positiv,
DISTINGUISHED,H4,Positiv,
DISTORT,H4Lvd,,Negativ
DISTORTION,H4,,Negativ
DISTRACT,H4Lvd,,Negativ
DISTRACTING,H4,,Negativ
DISTRACTION,H4,,Negativ
DISTRESS#1,H4Lvd,,Negativ
DISTRESS#2,H4Lvd,,Negativ
DISTRIBUTE,H4Lvd,,
DISTRIBUTION,H4Lvd,,
DISTRIBUTOR,H4Lvd,,
DISTRICT,Lvd,,
DISTRUST,H4Lvd,,
DISTRUSTFUL,H4,,Negativ
DISTURB#1,H4Lvd,,Negativ
DISTURB#2,H4Lvd,,Negativ
DISTURB#3,H4Lvd,,Negativ
DISTURBANCE,H4Lvd,,Negativ
DISUNION,Lvd,,
DISUNITY,Lvd,,
DITCH#1,H4Lvd,,
DITCH#2,H4Lvd,,
DIURNAL,H4Lvd,,
DIVE,H4Lvd,,
DIVER,H4Lvd,,
DIVERSION,H4Lvd,,Negativ
DIVERSITY,H4Lvd,,
DIVERT,H4Lvd,,Negativ
DIVIDE#1,H4Lvd,,Negativ
DIVIDE#2,H4Lvd,,Negativ
DIVINE#1,H4Lvd,Positiv,
DIVINE#2,H4Lvd,Positiv,
DIVINITY,H4Lvd,Positiv,
DIVISION,H4Lvd,,Negativ
DIVORCE#1,H4Lvd,,Negativ
DIVORCE#2,H4Lvd,,Negativ
DIVORCE#3,H4Lvd,,Negativ
DIZZY,H4,,Negativ
DO#1,H4Lvd,,
DO#2,H4Lvd,,
DO#3,H4Lvd,,
DO#4,H4Lvd,,
DOCTOR#1,H4Lvd,,
DOCTOR#2,H4Lvd,,
DOCTOR#3,H4Lvd,,
DOCTRINE,H4Lvd,,
DOCUMENT,H4Lvd,,
DOER,H4Lvd,,
DOG,H4Lvd,,
DOGMA,Lvd,,
DOGMATISM,Lvd,,
DOLDRUMS,H4,,Negativ
DOLL,H4Lvd,,
DOLLAR,H4Lvd,,
DOLLY,H4Lvd,,
DOMAIN,H4Lvd,,
DOMESTIC,H4Lvd,,
DOMINANCE,H4,Positiv,
DOMINANT,H4Lvd,,
DOMINATE#1,H4Lvd,,Negativ
DOMINATE#2,H4Lvd,,Negativ
DOMINATE#3,H4Lvd,,Negativ
DOMINATION,H4Lvd,,Negativ
DOMINICAN,H4Lvd,,
DOMINICAN-REPUBLIC,Lvd,,
DOMINION,Lvd,,
DON'T,H4Lvd,,
DONATE,H4,Positiv,
DONATION,H4,Positiv,
DONE,H4Lvd,,
DOOM#1,H4Lvd,,Negativ
DOOM#2,H4Lvd,,Negativ
DOOMSDAY,H4,,Negativ
DOOR#1,H4Lvd,,
DOOR#2,H4Lvd,,
DOORWAY,H4Lvd,,
DOPE,H4,,Negativ
DOTE,H4,Positiv,
DOUBLE#1,H4Lvd,,
DOUBLE#2,H4Lvd,,
DOUBLE#3,H4Lvd,,Negativ
DOUBLE#4,H4Lvd,,Negativ
DOUBLE#5,H4Lvd,,
DOUBLE#6,H4Lvd,,
DOUBLE#7,H4Lvd,,
DOUBT#1,H4Lvd,,Negativ
DOUBT#2,H4Lvd,,Negativ
DOUBT#3,H4Lvd,,
DOUBT#4,H4Lvd,,Negativ
DOUBTFUL,H4Lvd,,Negativ
DOUBTLESS,H4Lvd,Positiv,
DOWN,H4Lvd,,
DOWNCAST,H4,,Negativ
DOWNFALL,H4,,Negativ
DOWNHEARTED,H4,,Negativ
DOWNTOWN,H4Lvd,,
DOZEN,H4Lvd,,
DR,H4Lvd,,
DR.,Lvd,,
DRAB,H4,,Negativ
DRAFT#1,H4Lvd,,
DRAFT#2,H4Lvd,,
DRAG,H4Lvd,,Negativ
DRAIN#1,H4Lvd,,
DRAIN#2,H4Lvd,,
DRAMA,H4Lvd,,
DRAMATIC,H4Lvd,,
DRANK,H4Lvd,,
DRASTIC,Lvd,,
DRAW#1,H4Lvd,,
DRAW#2,H4Lvd,,
DRAW#3,H4Lvd,,
DRAW#4,H4Lvd,,
DRAW#5,H4Lvd,,
DRAWN#1,H4,,
DREAD,H4Lvd,,Negativ
DREADFUL,H4Lvd,,Negativ
DREAM#1,H4Lvd,,
DREAM#2,H4Lvd,,
DREAMER#1,H4Lvd,,
DREAMER#2,H4Lvd,,
DREAMLAND,H4,Positiv,
DREAMT,H4Lvd,,
DREARY,H4,,Negativ
DRESS#1,H4Lvd,,
DRESS#2,H4Lvd,,
DRESS#3,H4Lvd,,
DRESS#4,H4Lvd,,
DRESSER,H4Lvd,,
DREW#1,H4Lvd,,
DRIFT#1,H4Lvd,,
DRIFT#2,H4Lvd,,
DRIFTER,H4Lvd,,
DRILL#1,H4Lvd,,
DRILL#2,H4Lvd,,
DRINK#1,H4Lvd,,
DRINK#2,H4Lvd,,
DRINK#3,H4Lvd,,
DRINK#4,H4Lvd,,
DRINKER,H4Lvd,,
DRIP#1,H4Lvd,,
DRIP#2,H4Lvd,,
DRIVE#1,H4Lvd,,
DRIVE#2,H4Lvd,,Negativ
DRIVE#3,H4Lvd,,
DRIVE#4,H4Lvd,,
DRIVE#5,H4Lvd,,
DRIVE#6,H4Lvd,,
DRIVE-IN,Lvd,,
DRIVEN#1,H4Lvd,,
DRIVER,H4Lvd,,
DRIVEWAY,H4Lvd,,
DRIZZLE#1,H4Lvd,,
DRIZZLE#2,H4Lvd,,
DROOP,H4,,Negativ
DROP#1,H4Lvd,,Negativ
DROP#2,H4Lvd,,
DROP#3,H4Lvd,,Negativ
DROP#4,H4Lvd,,Negativ
DROUGHT,H4,,Negativ
DROVE#1,H4Lvd,,
DROVE#2,H4Lvd,,
DROWN#1,H4Lvd,,Negativ
DROWN#2,H4Lvd,,Negativ
DROWSINESS,H4,,Negativ
DROWSY,H4,,Negativ
DRUG,H4Lvd,,
DRUM,H4Lvd,,
DRUNK#1,H4Lvd,,Negativ
DRUNK#2,H4Lvd,,Negativ
DRUNK#3,H4Lvd,,
DRUNKARD,H4,,Negativ
DRUNKEN,H4Lvd,,Negativ
DRY#1,H4Lvd,,
DRY#2,H4Lvd,,
DRYER,H4Lvd,,
DUAL,H4Lvd,,
DUBIOUS,H4Lvd,,Negativ
DUCT,H4Lvd,,
DUE#1,H4Lvd,,
DUE#2,H4Lvd,,
DUE#3,H4Lvd,,
DUE#4,H4Lvd,,
DUE#5,H4Lvd,,
DUE#6,H4Lvd,,
DUG#1,H4,,
DULL,H4Lvd,,Negativ
DUMB,H4Lvd,,Negativ
DUMP#1,H4Lvd,,Negativ
DUMP#2,H4Lvd,,Negativ
DUNCE,H4,,Negativ
DUNGEON,H4,,Negativ
DUPLICATION,H4Lvd,,
DURABILITY,H4,Positiv,
DURABLE,H4Lvd,Positiv,
DURATION,Lvd,,
DURING,H4Lvd,,
DUSK,H4Lvd,,
DUST,H4Lvd,,
DUSTY,H4Lvd,,
DUTY,H4Lvd,,Negativ
DWELL,H4Lvd,,
DWELLING,H4Lvd,,
DWINDLE,H4,,Negativ
DYING#1,H4Lvd,,Negativ
DYING#2,H4Lvd,,Negativ
DYNAMIC,H4Lvd,Positiv,
DYNAMISM,Lvd,,
DYNASTY,Lvd,,
EACH#1,H4Lvd,,
EACH#2,H4Lvd,,
EACH#3,H4Lvd,,
EAGER,H4Lvd,Positiv,
EAGERNESS,H4,Positiv,
EAGLE,H4Lvd,,
EAR#1,H4Lvd,,
EAR#2,H4Lvd,,
EAR#3,H4Lvd,,
EARLIEST,Lvd,,
EARLY#1,H4Lvd,,
EARLY#2,H4Lvd,,
EARLY#3,H4Lvd,,
EARN#1,H4Lvd,,
EARN#2,H4Lvd,,
EARN#3,H4Lvd,,
EARNER,H4Lvd,,
EARNEST,H4Lvd,Positiv,
EARNESTNESS,H4,Positiv,
EARTH#1,H4Lvd,,
EARTH#2,H4Lvd,,
EARTH#3,H4Lvd,,
EARTHQUAKE,Lvd,,
EASE#1,H4Lvd,Positiv,
EASE#2,H4Lvd,Positiv,
EASE#3,H4Lvd,,
EASIEST,Lvd,,
EAST,H4Lvd,,
EAST-GERMANY,Lvd,,
EAST-WEST,Lvd,,
EASTER,H4Lvd,,
EASTERN,H4Lvd,,
EASTERN-EUROPE,Lvd,,
EASTERNER,H4Lvd,,
EASY#1,H4Lvd,Positiv,
EASY#2,H4Lvd,Positiv,
EASY#3,H4Lvd,Positiv,
EASY#4,H4Lvd,Positiv,
EAT#1,H4Lvd,,
EAT#2,H4Lvd,,
EATEN#1,H4,,
EATER,H4Lvd,,
ECCENTRIC,H4,,Negativ
ECCENTRICITY,H4,,Negativ
ECCLESIASTICAL,Lvd,,
ECHO#1,H4Lvd,,
ECHO#2,H4Lvd,,
ECONOMIC,H4Lvd,,
ECONOMICAL,H4Lvd,,
ECONOMICS,H4Lvd,,
ECONOMIST,Lvd,,
ECONOMIZE,H4,Positiv,
ECONOMY,H4Lvd,,
ECSC,Lvd,,
ECSTASY,H4,Positiv,
ECSTATIC,H4,Positiv,
ECUADOR,Lvd,,
ECUMENICAL,H4Lvd,,
EDC,Lvd,,
EDGE#1,H4Lvd,,
EDGE#2,H4Lvd,,
EDGE#3,H4Lvd,,
EDGE#4,H4Lvd,,Negativ
EDIBLE,H4,Positiv,
EDINBURGH,H4Lvd,,
EDITION,H4Lvd,,
EDITOR,H4Lvd,,
EDITORIAL,H4Lvd,,
EDUCATE,H4Lvd,,
EDUCATED#1,H4Lvd,Positiv,
EDUCATED#2,H4Lvd,,
EDUCATION,H4Lvd,Positiv,
EDUCATIONAL,H4Lvd,Positiv,
EDUCATOR,Lvd,,
EEC,Lvd,,
EFFECT#1,H4Lvd,,
EFFECT#2,H4Lvd,,
EFFECT#3,H4Lvd,,
EFFECT#4,H4Lvd,,
EFFECT#5,H4Lvd,,
EFFECT#6,H4Lvd,,
EFFECTIVE,H4Lvd,Positiv,
EFFECTIVENESS,H4Lvd,Positiv,
EFFICACY,H4Lvd,Positiv,
EFFICIENCY,H4Lvd,Positiv,
EFFICIENT,H4Lvd,Positiv,
EFFORT,H4Lvd,,
EFTA,Lvd,,
EGG,H4Lvd,,
EGO,H4Lvd,,
EGOTISTICAL,H4,,Negativ
EGYPT,Lvd,,
EIGHT,H4Lvd,,
EIGHTEEN,H4Lvd,,
EIGHTEENTH,H4Lvd,,
EIGHTH#1,H4Lvd,,
EIGHTH#2,H4Lvd,,
EIGHTY,H4Lvd,,
EITHER#1,H4Lvd,,
EITHER#2,H4Lvd,,
EITHER#3,H4Lvd,,
EITHER#4,H4Lvd,,
EL-SALVADOR,Lvd,,
ELABORATE,H4,Positiv,
ELABORATION,H4,Positiv,
ELAPSE#1,H4Lvd,,
ELAPSE#2,H4Lvd,,
ELASTIC,H4Lvd,,
ELASTICITY,H4Lvd,,
ELATE,H4Lvd,Positiv,
ELDER#1,H4Lvd,,
ELDER#2,H4Lvd,,
ELDERLY,H4Lvd,,
ELDEST,Lvd,,
ELECT#1,H4Lvd,,
ELECT#2,H4Lvd,,
ELECTION,H4Lvd,,
ELECTOR,Lvd,,
ELECTORAL,H4Lvd,,
ELECTRIC,H4Lvd,,
ELECTRICAL,H4Lvd,,
ELECTRICITY,H4Lvd,,
ELECTRON,H4Lvd,,
ELECTRONIC,H4Lvd,,
ELECTRONICS,H4Lvd,,
ELEGANCE,H4,Positiv,
ELEGANT,H4Lvd,Positiv,
ELEMENT,H4Lvd,,
ELEMENTAL,H4Lvd,,
ELEMENTARY,H4Lvd,,
ELEPHANT,H4Lvd,,
ELEVATE#1,H4Lvd,,
ELEVATE#2,H4Lvd,,
ELEVATOR,H4Lvd,,
ELEVEN,H4Lvd,,
ELIGIBLE,H4Lvd,,
ELIMINATE,H4Lvd,,Negativ
ELIMINATION,H4Lvd,,Negativ
ELITE,H4Lvd,,
ELITISM,Lvd,,
ELONGATED,H4Lvd,,
ELOQUENT,H4Lvd,Positiv,
ELSE#1,H4Lvd,,
ELSE#2,H4Lvd,,
ELSEWHERE,H4Lvd,,
EMANCIPATION,H4Lvd,,
EMASCULATE,Lvd,,
EMBARK,Lvd,,
EMBARRASS,H4,,Negativ
EMBARRASSED,Lvd,,
EMBARRASSMENT,H4Lvd,,Negativ
EMBASSY,H4Lvd,,
EMBELLISH,H4,Positiv,
EMBITTER,Lvd,,
EMBODY,Lvd,,
EMBRACE#1,H4Lvd,Positiv,
EMBRACE#2,H4Lvd,Positiv,
EMERGE#1,H4Lvd,,
EMERGE#2,H4Lvd,,
EMERGENCY,H4Lvd,,Negativ
EMINENCE,H4,Positiv,
EMINENT,H4Lvd,Positiv,
EMISSARY,Lvd,,
EMOTION,H4Lvd,,
EMOTIONAL#1,H4Lvd,,
EMOTIONAL#2,H4Lvd,,
EMPATHY,H4,Positiv,
EMPEROR,H4Lvd,,
EMPHASIS,H4Lvd,,
EMPHASISE#1,H4,,
EMPHASIZE,H4Lvd,,
EMPHATIC,H4Lvd,,
EMPIRE,H4Lvd,,
EMPIRICAL,H4Lvd,,
EMPLOY,H4Lvd,,
EMPLOYEE,H4Lvd,,
EMPLOYER,H4Lvd,,
EMPLOYMENT,H4Lvd,,
EMPOWER,H4Lvd,Positiv,
EMPOWERMENT,H4,Positiv,
EMPTY#1,H4Lvd,,Negativ
EMPTY#2,H4Lvd,,Negativ
ENABLE,H4Lvd,Positiv,
ENACT,H4Lvd,,
ENACTMENT,H4Lvd,,
ENCHANT#1,H4Lvd,Positiv,
ENCHANT#2,H4Lvd,Positiv,
ENCHANTMENT,H4,Positiv,
ENCLOSE#1,H4Lvd,,
ENCLOSE#2,H4Lvd,,
ENCOMPASS,H4Lvd,,
ENCOUNTER#1,H4Lvd,,
ENCOUNTER#2,H4Lvd,,
ENCOURAGE#1,H4Lvd,Positiv,
ENCOURAGE#2,H4Lvd,Positiv,
ENCOURAGEMENT,H4Lvd,Positiv,
ENCROACH,H4,,Negativ
ENCROACHMENT,H4Lvd,,Negativ
END#1,H4Lvd,,
END#2,H4Lvd,,
END#3,H4Lvd,,
END#4,H4Lvd,,
END#5,H4Lvd,,
END#6,H4Lvd,,
ENDANGER,H4Lvd,,Negativ
ENDEAR,H4,Positiv,
ENDEAVOR,H4Lvd,,
ENDLESS,H4Lvd,,
ENDORSE,H4Lvd,Positiv,
ENDOW,H4,Positiv,
ENDOWMENT,Lvd,,
ENDURANCE,H4Lvd,Positiv,
ENDURE#1,H4Lvd,,
ENDURE#2,H4Lvd,,
ENEMY,H4Lvd,,Negativ
ENERGETIC,H4Lvd,Positiv,
ENERGIZE,H4,Positiv,
ENERGY,H4Lvd,,
ENFORCE,H4Lvd,,Negativ
ENFORCEMENT,H4Lvd,,
ENFRANCHISEMENT,Lvd,,
ENGAGE#1,H4Lvd,,
ENGAGE#2,H4Lvd,,
ENGAGE#3,H4Lvd,,
ENGAGE#4,H4Lvd,,
ENGAGE#5,H4Lvd,Positiv,
ENGAGEMENT,H4Lvd,,
ENGINE,H4Lvd,,
ENGINEER,H4Lvd,,
ENGLAND,H4Lvd,,
ENGLISH,H4Lvd,,
ENGULF,H4Lvd,,Negativ
ENHANCE,H4Lvd,Positiv,
ENHANCEMENT,H4,Positiv,
ENJOY,H4Lvd,Positiv,
ENJOYABLE,H4Lvd,Positiv,
ENJOYMENT,H4Lvd,Positiv,
ENLARGE#1,Lvd,,
ENLARGE#2,Lvd,,
ENLIGHTEN#1,H4Lvd,Positiv,
ENLIGHTEN#2,H4Lvd,Positiv,
ENLIGHTENMENT,H4Lvd,Positiv,
ENLIST#1,Lvd,,
ENLIST#2,Lvd,,
ENLISTMENT,Lvd,,
ENORMOUS,H4Lvd,,
ENOUGH#1,H4Lvd,,
ENOUGH#2,H4Lvd,,
ENOUGH#3,H4Lvd,,
ENOUGH#4,H4Lvd,,
ENRAGE,H4,,Negativ
ENRICH,H4Lvd,Positiv,
ENRICHMENT,H4,Positiv,
ENROLL,H4Lvd,,
ENROLLMENT,H4Lvd,,
ENROLMENT#1,H4,,
ENSEMBLE,H4,Positiv,
ENSLAVE,H4,,Negativ
ENSURE,H4Lvd,Positiv,
ENTAIL,Lvd,,
ENTANGLE,H4,,Negativ
ENTANGLEMENT,H4,,Negativ
ENTER,H4Lvd,,
ENTERPRISE,H4Lvd,,
ENTERTAIN#1,H4Lvd,Positiv,
ENTERTAIN#2,H4Lvd,Positiv,
ENTERTAINMENT,H4Lvd,Positiv,
ENTHUSIASM,H4Lvd,Positiv,
ENTHUSIASTIC,H4Lvd,Positiv,
ENTIRE,H4Lvd,,
ENTITLE,H4Lvd,,
ENTITY,H4Lvd,,
ENTRANCE#1,H4Lvd,,
ENTRANCE#2,H4Lvd,,
ENTRANCE#3,H4Lvd,,
ENTREAT,H4,,Negativ
ENTREPRENEURIAL,H4,Positiv,
ENTROPY,H4Lvd,,
ENTRUST,H4Lvd,Positiv,
ENTRY,H4Lvd,,
ENUNCIATE,Lvd,,
ENVIOUS,H4Lvd,,Negativ
ENVIRONMENT,H4Lvd,,
ENVIRONMENTAL,H4Lvd,,
ENVISAGE,Lvd,,
ENVISION,H4,Positiv,
ENVOY,Lvd,,
ENVY,H4Lvd,,Negativ
EPIDEMIC,H4,,Negativ
EPITHET,H4Lvd,,Negativ
EQUAL#1,H4Lvd,,
EQUAL#2,H4Lvd,,
EQUAL#3,H4Lvd,,
EQUAL#4,H4Lvd,,
EQUALITY,H4Lvd,Positiv,
EQUALIZATION,Lvd,,
EQUATE,Lvd,,
EQUATION,H4Lvd,,
EQUILIBRIUM,H4Lvd,,
EQUIP,H4Lvd,,
EQUIPMENT,H4Lvd,,
EQUITABLE,H4Lvd,Positiv,
EQUITY,H4Lvd,Positiv,
EQUIVALENT,H4Lvd,,
EQUIVOCAL,H4Lvd,,Negativ
ERA,H4Lvd,,
ERADICATE,H4,,Negativ
ERASE,H4,,Negativ
ERECT#1,H4Lvd,,
ERECT#2,H4Lvd,,
ERODE,H4,,Negativ
EROSION,H4,,Negativ
ERR,H4,,Negativ
ERRONEOUS,H4,,Negativ
ERROR,H4Lvd,,Negativ
ESCAPE#1,H4Lvd,,
ESCAPE#2,H4Lvd,,
ESCAPE#3,H4Lvd,,
ESCORT,Lvd,,
ESOTERIC,H4,,Negativ
ESPECIALLY,H4Lvd,,
ESPLANADE,H4Lvd,,
ESSAY,H4Lvd,,
ESSENCE,H4Lvd,,
ESSENTIAL#1,H4Lvd,Positiv,
ESSENTIAL#2,H4Lvd,Positiv,
ESSENTIAL#3,H4Lvd,,
ESTABLISH#1,H4Lvd,Positiv,
ESTABLISH#2,H4Lvd,Positiv,
ESTABLISHMENT,H4Lvd,,
ESTATE,H4Lvd,,
ESTEEM,H4,Positiv,
ESTIMATE#1,H4Lvd,,
ESTIMATE#2,H4Lvd,,
ESTRANGE,Lvd,,
ESTRANGED,H4,,Negativ
ESTRANGEMENT,Lvd,,
ETC,H4Lvd,,
ETC.,Lvd,,
ETERNAL,H4Lvd,,
ETHICAL,H4Lvd,Positiv,
ETHICS,H4Lvd,Positiv,
ETHIOPIA,Lvd,,
ETHNIC,H4Lvd,,
ETHOS,Lvd,,
ETIQUETTE,H4,Positiv,
ETRANS#1,Lvd,,
ETRANS#2,Lvd,,
ETRANS#3,Lvd,,
ETRANS#4,Lvd,,
EURATOM,Lvd,,
EUROPE,H4Lvd,,
EUROPEAN,H4Lvd,,
EVACUATE,Lvd,,
EVACUATION,Lvd,,
EVADE,H4Lvd,,Negativ
EVALUATE,H4Lvd,,
EVALUATION,H4Lvd,,
EVANGELISM,H4Lvd,,
EVASION,H4,,Negativ
EVEN#1,H4Lvd,,
EVEN#2,H4Lvd,,
EVEN#3,H4Lvd,,Negativ
EVEN#4,H4Lvd,Positiv,
EVEN#5,H4Lvd,Positiv,
EVENING,H4Lvd,,
EVENT#1,H4Lvd,,
EVENT#2,H4Lvd,,
EVENT#3,H4Lvd,,
EVENTUAL,H4Lvd,,
EVER#1,H4Lvd,,
EVER#2,H4Lvd,,
EVER#3,H4Lvd,,
EVERLASTING,H4,Positiv,
EVERY,H4Lvd,,
EVERYBODY,H4Lvd,,
EVERYDAY,H4Lvd,,
EVERYONE,H4Lvd,,
EVERYTHING,H4Lvd,,
EVERYWHERE,H4Lvd,,
EVICT,H4,,Negativ
EVIDENCE#1,H4Lvd,,
EVIDENCE#2,H4Lvd,,
EVIDENT,H4Lvd,,
EVIDENTLY,H4Lvd,,
EVIL#1,H4Lvd,,Negativ
EVIL#2,H4Lvd,,Negativ
EVOKE,Lvd,,
EVOLUTION,H4Lvd,,
EVOLUTIONARY,Lvd,,
EVOLVE,H4Lvd,,
EXACT#1,H4,Positiv,
EXACT#2,H4,Positiv,
EXACT#3,H4,,
EXACT#4,H4,,
EXAGGERATE,H4Lvd,,
EXAGGERATION,H4,,Negativ
EXALT,H4,Positiv,
EXAM,H4Lvd,,
EXAMINATION,H4Lvd,,
EXAMINE,H4Lvd,,
EXAMINER,H4Lvd,,
EXAMPLE,H4Lvd,,
EXASPERATE,H4Lvd,,Negativ
EXASPERATION,H4,,Negativ
EXCEED,H4Lvd,,
EXCEL,H4,Positiv,
EXCELLENCE,H4Lvd,Positiv,
EXCELLENT,H4Lvd,Positiv,
EXCEPT,H4Lvd,,
EXCEPTION#1,H4Lvd,,
EXCEPTION#2,H4Lvd,,Negativ
EXCEPTIONAL,H4Lvd,,
EXCERPT,H4Lvd,,
EXCESS,H4Lvd,,Negativ
EXCESSIVE,H4Lvd,,Negativ
EXCHANGE#1,H4Lvd,,
EXCHANGE#2,H4Lvd,,
EXCHEQUER,H4Lvd,,
EXCITE#1,H4Lvd,Positiv,
EXCITE#2,H4Lvd,Positiv,
EXCITED#1,H4Lvd,,
EXCITED#2,H4Lvd,Positiv,
EXCITEDNESS,H4,Positiv,
EXCITEMENT,H4Lvd,Positiv,
EXCLAIM,Lvd,,
EXCLAMATION,H4Lvd,,
EXCLUDE,H4Lvd,,Negativ
EXCLUSION,H4Lvd,,Negativ
EXCLUSIVE,H4Lvd,,
EXCLUSIVENESS,Lvd,,
EXCOMMUNICATION,H4,,Negativ
EXCUSE#1,H4Lvd,,
EXCUSE#2,H4Lvd,,
EXECUTE,H4Lvd,,Negativ
EXECUTION,H4Lvd,,
EXECUTIVE,H4Lvd,,
EXEMPLARY,Lvd,,
EXEMPT,H4,,Negativ
EXERCISE#1,H4Lvd,,
EXERCISE#2,H4Lvd,,
EXERT,H4Lvd,,
EXERTION,H4,Positiv,
EXHAUST,H4,,Negativ
EXHAUSTION,H4,,Negativ
EXHIBIT#1,H4Lvd,,
EXHIBIT#2,H4Lvd,,
EXHIBITION,Lvd,,
EXHILARATION,H4,Positiv,
EXIGENCY,Lvd,,
EXILE,H4,,Negativ
EXIST#1,H4Lvd,,
EXIST#2,H4Lvd,,
EXISTENCE,H4Lvd,,
EXIT,H4,,Negativ
EXOTIC,H4,Positiv,
EXPAND#1,H4Lvd,,
EXPAND#2,H4Lvd,,
EXPANSE,H4Lvd,,
EXPANSION,H4Lvd,,
EXPECT#1,H4Lvd,,
EXPECT#2,H4Lvd,,
EXPECTATION,H4Lvd,,
EXPEDIENCY,Lvd,,
EXPEDIENT,H4Lvd,,Negativ
EXPEDITE,Lvd,,
EXPEDITION,H4Lvd,,
EXPEL,H4,,Negativ
EXPELL,Lvd,,
EXPEND,H4Lvd,,
EXPENDITURE,H4Lvd,,
EXPENSE#1,H4Lvd,,Negativ
EXPENSE#2,H4Lvd,,Negativ
EXPENSIVE,H4Lvd,,Negativ
EXPERIENCE#1,H4Lvd,Positiv,
EXPERIENCE#2,H4Lvd,,
EXPERIENCE#3,H4Lvd,Positiv,
EXPERIENCER,H4Lvd,,
EXPERIENTIAL,H4Lvd,,
EXPERIMENT#1,H4Lvd,,
EXPERIMENT#2,H4Lvd,,
EXPERIMENTAL,H4Lvd,,
EXPERIMENTER,Lvd,,
EXPERT#1,H4Lvd,Positiv,
EXPERT#2,H4Lvd,Positiv,
EXPIRATION,Lvd,,
EXPIRE,H4Lvd,,
EXPLAIN,H4Lvd,,
EXPLANATION,H4Lvd,,
EXPLICIT,H4Lvd,,
EXPLODE,H4,,Negativ
EXPLOIT#1,H4Lvd,,
EXPLOIT#2,H4Lvd,,Negativ
EXPLORATION,H4Lvd,,
EXPLORATORY,Lvd,,
EXPLORE,H4Lvd,,
EXPLORER,H4Lvd,,
EXPLOSION,H4Lvd,,Negativ
EXPLOSIVE,H4Lvd,,Negativ
EXPORT,Lvd,,
